QuestionId,QuestionTitle,QuestionBody,QuestionTags,Date,ViewCount,Score,NumberOfAnswers,AnswerId,AnswerBody
"463512","How to tell a project manager ""NO"" to scope creep","<p>While project managers may each have their own personality and management style, it seems that many of them have a <strong>pernicious love of sneaking in ""scope creep""</strong> when they can (whether anyone is watching or not).  While they usually mean well (bless their hearts), <strong>what's the best way that you've found to say ""NO"" to project managers?</strong></p>
","<project-management><scope><requirements><scope-creep>","2009-01-20 23:16:45","1798","13","10","463545","<p><strong>Be honest</strong> </p>

<p>Explain that there is a tight dependency between ship date, quality and features. Tell them that if they want to meet the ship date the quality will suffer if the new feature is added. </p>
"
"463512","How to tell a project manager ""NO"" to scope creep","<p>While project managers may each have their own personality and management style, it seems that many of them have a <strong>pernicious love of sneaking in ""scope creep""</strong> when they can (whether anyone is watching or not).  While they usually mean well (bless their hearts), <strong>what's the best way that you've found to say ""NO"" to project managers?</strong></p>
","<project-management><scope><requirements><scope-creep>","2009-01-20 23:16:45","1798","13","10","463548","<p>By pursuading him to understand how you are trying to help him save his job (i.e. you are telling him the truth.) He's got more at stake than you, I imagine.</p>
"
"463512","How to tell a project manager ""NO"" to scope creep","<p>While project managers may each have their own personality and management style, it seems that many of them have a <strong>pernicious love of sneaking in ""scope creep""</strong> when they can (whether anyone is watching or not).  While they usually mean well (bless their hearts), <strong>what's the best way that you've found to say ""NO"" to project managers?</strong></p>
","<project-management><scope><requirements><scope-creep>","2009-01-20 23:16:45","1798","13","10","463556","<p>A good rule of thumb is to always answer, ""Okay. What should we drop to get this in by the deadline?"" and/or ""Okay. If we move the deadline to X, we can add that in.""</p>

<p>Every change affects completion time. There's no such thing as a zero-time task. Forcing a project manager to realize that quality, deadline, or feature list will suffer every time they make a change will go a long way towards getting them to think right about scope creep.</p>
"
"463512","How to tell a project manager ""NO"" to scope creep","<p>While project managers may each have their own personality and management style, it seems that many of them have a <strong>pernicious love of sneaking in ""scope creep""</strong> when they can (whether anyone is watching or not).  While they usually mean well (bless their hearts), <strong>what's the best way that you've found to say ""NO"" to project managers?</strong></p>
","<project-management><scope><requirements><scope-creep>","2009-01-20 23:16:45","1798","13","10","463559","<p>If you want to succeed in your organization, you will want to be a team player and should strive to demonstrate your commitment.  Sometimes, this means putting in some extra time to get a great new suggestion into the product.  </p>

<p>However, you are more likely to command respect by placing firm limits on what can reasonably be expected of you. One way to do this is by helping managers to understand that they are not going to <em>improve</em> a product by engaging in scope-creep but that they are more likely to <em>hurt</em> the product in the long run.</p>
"
"463512","How to tell a project manager ""NO"" to scope creep","<p>While project managers may each have their own personality and management style, it seems that many of them have a <strong>pernicious love of sneaking in ""scope creep""</strong> when they can (whether anyone is watching or not).  While they usually mean well (bless their hearts), <strong>what's the best way that you've found to say ""NO"" to project managers?</strong></p>
","<project-management><scope><requirements><scope-creep>","2009-01-20 23:16:45","1798","13","10","464761","<p>Something that has worked well for me in the past:</p>

<p>I am taking it that if your project manager wants to sneak in features they do not have an accurate project plan. Keep your own task list with an estimate of how long each task will take, ordered by priority - it doesn't need to be elaborate just a text document or spreadsheet. If your project manager wants you to add a new feature, send a copy of your list and ask where you should insert it in the priority order.</p>

<p>If the project manager tries to negotiate down your time estimates then just say ""I will do my best, but I can't guarantee anything.""</p>
"
"463512","How to tell a project manager ""NO"" to scope creep","<p>While project managers may each have their own personality and management style, it seems that many of them have a <strong>pernicious love of sneaking in ""scope creep""</strong> when they can (whether anyone is watching or not).  While they usually mean well (bless their hearts), <strong>what's the best way that you've found to say ""NO"" to project managers?</strong></p>
","<project-management><scope><requirements><scope-creep>","2009-01-20 23:16:45","1798","13","10","486115","<p>Are the bits that get crept into the project being asked for by the client? Are they valuable items to deliver?</p>

<p>There is certainly an issue with the PM if they are sneaking things into the scope and not making them visible. This is a serious concern and something I would raise with them directly and openly.</p>

<p>However, scope creep (in my book) is perfectly acceptable if it continues to meet the requirements of the business. Sure, you have deadlines, but what's wrong with being flexible on what you deliver on that deadline? This is where visibility is critical.</p>
"
"456349","Why do so many sites discuss programming as opposed to describing the systems that they're trying to produce?","<p>There are a lot of sites out there that teach people how to build better software, but why is it that there are very few sites that actually give detailed descriptions of the domains that we (as programmers) are supposed to create? One can only construct so many inventory, accounting, and ERP systems before a pattern of common requirements start to emerge among the different types of systems. Logically speaking, if programmers spend so much time trying to create reusable components in their architectures, does that imply that they should have to have some reusable ""blueprint"" that describes the systems that they're supposed to create? In other words, it seems like the focus of software development has been too focused on ""how"" software should be built rather than to catalogue and accurately specify (with detailed requirements) ""what"" should be used in the first place.</p>

<p>So my question is this: Has there been any work done to catalogue all the different types of system specifications into a single place, all on a single site? If lacking the proper requirements at the start of the project is one of the banes of software development, wouldn't it make more sense to be able to 'reuse' requirement specifications from previous systems of the same type that have already been written?</p>
","<requirements>","2009-01-19 02:10:14","938","26","12","456370","<p>There are, but they are usually run by vendors wanting to sell you a solution. :-/;</p>
"
"456349","Why do so many sites discuss programming as opposed to describing the systems that they're trying to produce?","<p>There are a lot of sites out there that teach people how to build better software, but why is it that there are very few sites that actually give detailed descriptions of the domains that we (as programmers) are supposed to create? One can only construct so many inventory, accounting, and ERP systems before a pattern of common requirements start to emerge among the different types of systems. Logically speaking, if programmers spend so much time trying to create reusable components in their architectures, does that imply that they should have to have some reusable ""blueprint"" that describes the systems that they're supposed to create? In other words, it seems like the focus of software development has been too focused on ""how"" software should be built rather than to catalogue and accurately specify (with detailed requirements) ""what"" should be used in the first place.</p>

<p>So my question is this: Has there been any work done to catalogue all the different types of system specifications into a single place, all on a single site? If lacking the proper requirements at the start of the project is one of the banes of software development, wouldn't it make more sense to be able to 'reuse' requirement specifications from previous systems of the same type that have already been written?</p>
","<requirements>","2009-01-19 02:10:14","938","26","12","456395","<p>I completely agree, where is the 'Dummy's guide to inventory IT', the accredited data model for customers, addresses and contact details etc etc. I've found myself re-implementing the same code in so many different places, with subtly different fields and logic but basically the same stuff. A few years back I found a site of pre-cooked data models - a small step in the right direction but not the whole story <a href=""http://www.univdata.com/"" rel=""nofollow noreferrer"" title=""Universal Data Models"">Universal Data Models</a> (no connection). You'll notice that they haven't had much interest in their product though.</p>

<p>I've also worked in a couple of organisations which were developing their own 'universal' data model as a saleable product. One was in the domain of financial services, and they got to 1500+ DB2 tables, and gave up. Organisations pride themselves on being unique, whereas we (the techs) realise that under the hood most are doing pretty similar stuff - I think it might be too damaging to corporate ego to fess up, and admit they're just the same as everyone else using UniversalCustomer (TM) 1.7. Also that makes these companies ripe for a bit of SAP, Peopleware etc.</p>

<p>As a final thought - there's a lot of low hanging fruit for the entreprenaurs here. A decent set of short books describing common domains. I mean the super simple stuff, persons name, address, telephone etc - with all the little foibles like title in different cultures, and phone number layout handled - now there's a book/wiki a lot of people could use.</p>
"
"456349","Why do so many sites discuss programming as opposed to describing the systems that they're trying to produce?","<p>There are a lot of sites out there that teach people how to build better software, but why is it that there are very few sites that actually give detailed descriptions of the domains that we (as programmers) are supposed to create? One can only construct so many inventory, accounting, and ERP systems before a pattern of common requirements start to emerge among the different types of systems. Logically speaking, if programmers spend so much time trying to create reusable components in their architectures, does that imply that they should have to have some reusable ""blueprint"" that describes the systems that they're supposed to create? In other words, it seems like the focus of software development has been too focused on ""how"" software should be built rather than to catalogue and accurately specify (with detailed requirements) ""what"" should be used in the first place.</p>

<p>So my question is this: Has there been any work done to catalogue all the different types of system specifications into a single place, all on a single site? If lacking the proper requirements at the start of the project is one of the banes of software development, wouldn't it make more sense to be able to 'reuse' requirement specifications from previous systems of the same type that have already been written?</p>
","<requirements>","2009-01-19 02:10:14","938","26","12","456404","<p>Who would create such a thing? Who would <em>use</em> it?</p>

<p>Near as i can tell, you're talking about a library of application designs. The people disposed to sharing such detailed designs are already doing so - in the form of open specifications or open source. The former tends to attract mostly people and organizations already involved in creating products that implement such specs, or products that inter-operate with systems that do. The latter... well, why bother re-implementing the design when you can just hack the source?</p>

<p>As <a href=""https://stackoverflow.com/questions/456349/why-are-there-so-many-sites-dedicated-to-programming-and-yet-there-are-relatively#456370"">Mark Harrison notes</a>, there <em>are</em> plenty of companies willing to promote their designs for common business systems. ""Buy our system, and just bolt on the functionality necessary for your organization"", they'll tell you; ""why waste time re-implementing something we've already done?"" There's really very little motivation for them to share detailed implementation specs, since they really don't want you re-implementing what they're trying to sell you. </p>

<p>Finally... These things really just aren't that complicated. Or rather, they are... but the complexity is born out of size, out of the myriad combinations of arcane requirements that any given organization might impose upon the system. The real work comes in interpreting these requirements, building them into the base system - and tedious though it may be, it's unavoidable.</p>
"
"456349","Why do so many sites discuss programming as opposed to describing the systems that they're trying to produce?","<p>There are a lot of sites out there that teach people how to build better software, but why is it that there are very few sites that actually give detailed descriptions of the domains that we (as programmers) are supposed to create? One can only construct so many inventory, accounting, and ERP systems before a pattern of common requirements start to emerge among the different types of systems. Logically speaking, if programmers spend so much time trying to create reusable components in their architectures, does that imply that they should have to have some reusable ""blueprint"" that describes the systems that they're supposed to create? In other words, it seems like the focus of software development has been too focused on ""how"" software should be built rather than to catalogue and accurately specify (with detailed requirements) ""what"" should be used in the first place.</p>

<p>So my question is this: Has there been any work done to catalogue all the different types of system specifications into a single place, all on a single site? If lacking the proper requirements at the start of the project is one of the banes of software development, wouldn't it make more sense to be able to 'reuse' requirement specifications from previous systems of the same type that have already been written?</p>
","<requirements>","2009-01-19 02:10:14","938","26","12","456407","<p>There's a site <a href=""http://databaseanswers.org/"" rel=""noreferrer"">Database Answers</a> that attempts to provide solutions for common database designs.  That's not the same as a complete solution like you are describing, but it is a step in the right direction.</p>

<p>You comment ""[o]ne can only construct so many [...] systems before"" the commonality becomes obvious.  However, those who have constructed enough such systems to spot the commonality then attempt to benefit from it by creating their version of the common system, and then they sell it.  It is not (perceived to be) in their interest to give other people who might do the same thing a helping hand.</p>
"
"456349","Why do so many sites discuss programming as opposed to describing the systems that they're trying to produce?","<p>There are a lot of sites out there that teach people how to build better software, but why is it that there are very few sites that actually give detailed descriptions of the domains that we (as programmers) are supposed to create? One can only construct so many inventory, accounting, and ERP systems before a pattern of common requirements start to emerge among the different types of systems. Logically speaking, if programmers spend so much time trying to create reusable components in their architectures, does that imply that they should have to have some reusable ""blueprint"" that describes the systems that they're supposed to create? In other words, it seems like the focus of software development has been too focused on ""how"" software should be built rather than to catalogue and accurately specify (with detailed requirements) ""what"" should be used in the first place.</p>

<p>So my question is this: Has there been any work done to catalogue all the different types of system specifications into a single place, all on a single site? If lacking the proper requirements at the start of the project is one of the banes of software development, wouldn't it make more sense to be able to 'reuse' requirement specifications from previous systems of the same type that have already been written?</p>
","<requirements>","2009-01-19 02:10:14","938","26","12","456412","<p>It would be unsaleable. The first assertion you inevitably get from anyone distributing an RFQ for a system is: ""We aren't like other companies. Our requirements are unique."" (And the never really are.)</p>
"
"456349","Why do so many sites discuss programming as opposed to describing the systems that they're trying to produce?","<p>There are a lot of sites out there that teach people how to build better software, but why is it that there are very few sites that actually give detailed descriptions of the domains that we (as programmers) are supposed to create? One can only construct so many inventory, accounting, and ERP systems before a pattern of common requirements start to emerge among the different types of systems. Logically speaking, if programmers spend so much time trying to create reusable components in their architectures, does that imply that they should have to have some reusable ""blueprint"" that describes the systems that they're supposed to create? In other words, it seems like the focus of software development has been too focused on ""how"" software should be built rather than to catalogue and accurately specify (with detailed requirements) ""what"" should be used in the first place.</p>

<p>So my question is this: Has there been any work done to catalogue all the different types of system specifications into a single place, all on a single site? If lacking the proper requirements at the start of the project is one of the banes of software development, wouldn't it make more sense to be able to 'reuse' requirement specifications from previous systems of the same type that have already been written?</p>
","<requirements>","2009-01-19 02:10:14","938","26","12","456419","<p>If you are going to reuse the requirements you might as well reuse the code too. But on a lower level I think what you are looking for would be ""requirement patterns"", along the lines of ""programming patterns"".</p>

<p>Now <a href=""http://www.microsoft.com/learning/en/us/Books/10808.aspx"" rel=""nofollow noreferrer"">here is a book</a> from Microsoft on the topic, but as with all domain patterns, the idea is that they should organically grow and fit the needs of the domain users and experts. If you want the true source of the idea check out the <a href=""http://www.patternlanguage.com/leveltwo/books.htm"" rel=""nofollow noreferrer"">seminal book on patterns</a>, although it's from Architecture and not programming, surprise surprise :)</p>
"
"456349","Why do so many sites discuss programming as opposed to describing the systems that they're trying to produce?","<p>There are a lot of sites out there that teach people how to build better software, but why is it that there are very few sites that actually give detailed descriptions of the domains that we (as programmers) are supposed to create? One can only construct so many inventory, accounting, and ERP systems before a pattern of common requirements start to emerge among the different types of systems. Logically speaking, if programmers spend so much time trying to create reusable components in their architectures, does that imply that they should have to have some reusable ""blueprint"" that describes the systems that they're supposed to create? In other words, it seems like the focus of software development has been too focused on ""how"" software should be built rather than to catalogue and accurately specify (with detailed requirements) ""what"" should be used in the first place.</p>

<p>So my question is this: Has there been any work done to catalogue all the different types of system specifications into a single place, all on a single site? If lacking the proper requirements at the start of the project is one of the banes of software development, wouldn't it make more sense to be able to 'reuse' requirement specifications from previous systems of the same type that have already been written?</p>
","<requirements>","2009-01-19 02:10:14","938","26","12","456424","<p>There are various efforts by governments to try and standardize data models to enable sharing between different agencies, but these have little to no adoption outside of where it's required.  In Canada, for example, we have <a href=""http://www.dss-snd.gc.ca/publication/en/chap/chap00503.html"" rel=""nofollow noreferrer"">CPSIN</a>.</p>
"
"456349","Why do so many sites discuss programming as opposed to describing the systems that they're trying to produce?","<p>There are a lot of sites out there that teach people how to build better software, but why is it that there are very few sites that actually give detailed descriptions of the domains that we (as programmers) are supposed to create? One can only construct so many inventory, accounting, and ERP systems before a pattern of common requirements start to emerge among the different types of systems. Logically speaking, if programmers spend so much time trying to create reusable components in their architectures, does that imply that they should have to have some reusable ""blueprint"" that describes the systems that they're supposed to create? In other words, it seems like the focus of software development has been too focused on ""how"" software should be built rather than to catalogue and accurately specify (with detailed requirements) ""what"" should be used in the first place.</p>

<p>So my question is this: Has there been any work done to catalogue all the different types of system specifications into a single place, all on a single site? If lacking the proper requirements at the start of the project is one of the banes of software development, wouldn't it make more sense to be able to 'reuse' requirement specifications from previous systems of the same type that have already been written?</p>
","<requirements>","2009-01-19 02:10:14","938","26","12","456484","<p>Check out the Data Model Resource Book by Len Silverston:</p>

<p><a href=""https://rads.stackoverflow.com/amzn/click/com/0471380237"" rel=""nofollow noreferrer"" rel=""nofollow noreferrer"">http://www.amazon.com/Data-Model-Resource-Book-Vol/dp/0471380237/ref=pd_bbs_sr_1?ie=UTF8&amp;s=books&amp;qid=1232336996&amp;sr=8-1</a></p>

<p>It approaches reusable design from the data model point of view, as opposed to end user requirements or OO designs.  However, I find that to be very useful - once you have a good grasp of the data model, you have a big jump on the requirements and the entities that will eventually be modeled as classes.</p>
"
"456349","Why do so many sites discuss programming as opposed to describing the systems that they're trying to produce?","<p>There are a lot of sites out there that teach people how to build better software, but why is it that there are very few sites that actually give detailed descriptions of the domains that we (as programmers) are supposed to create? One can only construct so many inventory, accounting, and ERP systems before a pattern of common requirements start to emerge among the different types of systems. Logically speaking, if programmers spend so much time trying to create reusable components in their architectures, does that imply that they should have to have some reusable ""blueprint"" that describes the systems that they're supposed to create? In other words, it seems like the focus of software development has been too focused on ""how"" software should be built rather than to catalogue and accurately specify (with detailed requirements) ""what"" should be used in the first place.</p>

<p>So my question is this: Has there been any work done to catalogue all the different types of system specifications into a single place, all on a single site? If lacking the proper requirements at the start of the project is one of the banes of software development, wouldn't it make more sense to be able to 'reuse' requirement specifications from previous systems of the same type that have already been written?</p>
","<requirements>","2009-01-19 02:10:14","938","26","12","456958","<p>In my experience where it falls apart is the Use Cases encompassed by the UI. I in fact have designed and built an inventory system that's been applied across a broad variety of organizations and industries (telecomms, food products, healthcare, electronics manufacturing and distribution, consumer products, apparel, aerospace, many others.) After the first half-dozen, a good data model emerged that has served with little variation (extension, but not variation) for all of them.</p>

<p>But even within an industry, for any number of reasons (nature of the product, volume variations, average order size in and out, accounting requirements, employee motivation, etc. etc.) the way the work is done by real people varies hugely, for good reasons.</p>

<p>Note that the examples above all seem to be about deeper abstraction levels - specifically data models - where we programmers can do it our way, to our benefit. The closer to the user we move, the more our interests need to become secondary to theirs.</p>

<p>Worst-case example: Has anyone else noticed the pattern in employee-scheduling and workhour-reporting systems to show one week per screen, and multi-screen data entry forms?</p>
"
"456349","Why do so many sites discuss programming as opposed to describing the systems that they're trying to produce?","<p>There are a lot of sites out there that teach people how to build better software, but why is it that there are very few sites that actually give detailed descriptions of the domains that we (as programmers) are supposed to create? One can only construct so many inventory, accounting, and ERP systems before a pattern of common requirements start to emerge among the different types of systems. Logically speaking, if programmers spend so much time trying to create reusable components in their architectures, does that imply that they should have to have some reusable ""blueprint"" that describes the systems that they're supposed to create? In other words, it seems like the focus of software development has been too focused on ""how"" software should be built rather than to catalogue and accurately specify (with detailed requirements) ""what"" should be used in the first place.</p>

<p>So my question is this: Has there been any work done to catalogue all the different types of system specifications into a single place, all on a single site? If lacking the proper requirements at the start of the project is one of the banes of software development, wouldn't it make more sense to be able to 'reuse' requirement specifications from previous systems of the same type that have already been written?</p>
","<requirements>","2009-01-19 02:10:14","938","26","12","491364","<p>There was a huge ""Software Reuse"" movement back in the '80's and early '90's.  There was a sizable industry of people building and tuning catalogs of software components.  It was seen by many as the future of software.  A good overview is Will Tracz' ""Confessions of a Used Software Salesman""; google terms ""Brad Cox Software IC"", ""Martin Griss"". As I recall, victory was declared and everyone moved on to other problems.</p>

<p>I see that Brad Cox's ""Planning the Software Industrial Revolution"" is Online:<br>
<a href=""http://www.virtualschool.edu/cox/pub/PSIR/"" rel=""nofollow noreferrer""> http://www.virtualschool.edu/cox/pub/PSIR/
</a></p>
"
"456349","Why do so many sites discuss programming as opposed to describing the systems that they're trying to produce?","<p>There are a lot of sites out there that teach people how to build better software, but why is it that there are very few sites that actually give detailed descriptions of the domains that we (as programmers) are supposed to create? One can only construct so many inventory, accounting, and ERP systems before a pattern of common requirements start to emerge among the different types of systems. Logically speaking, if programmers spend so much time trying to create reusable components in their architectures, does that imply that they should have to have some reusable ""blueprint"" that describes the systems that they're supposed to create? In other words, it seems like the focus of software development has been too focused on ""how"" software should be built rather than to catalogue and accurately specify (with detailed requirements) ""what"" should be used in the first place.</p>

<p>So my question is this: Has there been any work done to catalogue all the different types of system specifications into a single place, all on a single site? If lacking the proper requirements at the start of the project is one of the banes of software development, wouldn't it make more sense to be able to 'reuse' requirement specifications from previous systems of the same type that have already been written?</p>
","<requirements>","2009-01-19 02:10:14","938","26","12","491414","<p>You might want to check out Martin Fowler's <a href=""https://rads.stackoverflow.com/amzn/click/com/0321127420"" rel=""nofollow noreferrer"" rel=""nofollow noreferrer"">Patterns of Enterprise Application Architecture</a> - while not specs, it seems to be about the sort of things you are after.</p>

<p>Disclaimer: I haven't read it myself, I only know of its existence. </p>
"
"456349","Why do so many sites discuss programming as opposed to describing the systems that they're trying to produce?","<p>There are a lot of sites out there that teach people how to build better software, but why is it that there are very few sites that actually give detailed descriptions of the domains that we (as programmers) are supposed to create? One can only construct so many inventory, accounting, and ERP systems before a pattern of common requirements start to emerge among the different types of systems. Logically speaking, if programmers spend so much time trying to create reusable components in their architectures, does that imply that they should have to have some reusable ""blueprint"" that describes the systems that they're supposed to create? In other words, it seems like the focus of software development has been too focused on ""how"" software should be built rather than to catalogue and accurately specify (with detailed requirements) ""what"" should be used in the first place.</p>

<p>So my question is this: Has there been any work done to catalogue all the different types of system specifications into a single place, all on a single site? If lacking the proper requirements at the start of the project is one of the banes of software development, wouldn't it make more sense to be able to 'reuse' requirement specifications from previous systems of the same type that have already been written?</p>
","<requirements>","2009-01-19 02:10:14","938","26","12","3924506","<p>It would be nice to have a central repository of code patterns, all variety of languages. Then we can both show off our amazing code, make it easier to learn from each other, and would also improve overall code quality by having good examples of providing xyz service/product.</p>

<p>I mean, how many of our coding projects that unique that no one else has ever done it?</p>

<p>My rough guess is that 98% of our work is stuff that has been done by other people in lots of different companies, similar industries, similar functional needs. </p>

<p>I mean this is the kind of thing that stackoverflow should get behind. To not only share and talk about problems, but to learn from each other's code as well.</p>
"
"409252","Why do safety requirements like to discourage use of AI?","<p>Seems that requirements on safety do not seem to like systems that use AI for safety-related requirements (particularly where large potential risks of destruction/death are involved). Can anyone suggest <strong>why</strong>? I always thought that, provided you program your logic properly, the more intelligence you put in an algorithm, the more likely this algorithm is capable of preventing a dangerous situation. Are things different in practice?</p>
","<artificial-intelligence><requirements>","2009-01-03 15:55:57","653","4","10","409257","<p>Most AI algorithms are <em>fuzzy</em> -- typically learning as they go along. For items that are of critical safety importance what you want is deterministic.  These algorithms are easier to prove correct, which is essential for many safety critical applications.</p>
"
"409252","Why do safety requirements like to discourage use of AI?","<p>Seems that requirements on safety do not seem to like systems that use AI for safety-related requirements (particularly where large potential risks of destruction/death are involved). Can anyone suggest <strong>why</strong>? I always thought that, provided you program your logic properly, the more intelligence you put in an algorithm, the more likely this algorithm is capable of preventing a dangerous situation. Are things different in practice?</p>
","<artificial-intelligence><requirements>","2009-01-03 15:55:57","653","4","10","409261","<p>I would think that the reason is twofold.</p>

<p>First it is possible that the AI will make unpredictable decisions.  Granted, they can be beneficial, but when talking about safety-concerns, you can't take risks like that, especially if people's lives are on the line.</p>

<p>The second is that the ""reasoning"" behind the decisions can't always be traced (sometimes there is a random element used for generating results with an AI) and when something goes wrong, not having the ability to determine ""why"" (in a very precise manner) becomes a liability.</p>

<p>In the end, it comes down to accountability and reliability.</p>
"
"409252","Why do safety requirements like to discourage use of AI?","<p>Seems that requirements on safety do not seem to like systems that use AI for safety-related requirements (particularly where large potential risks of destruction/death are involved). Can anyone suggest <strong>why</strong>? I always thought that, provided you program your logic properly, the more intelligence you put in an algorithm, the more likely this algorithm is capable of preventing a dangerous situation. Are things different in practice?</p>
","<artificial-intelligence><requirements>","2009-01-03 15:55:57","653","4","10","409262","<p>I would guess that AI systems are generally considered more complex. Complexity is usually a bad thing, especially when it relates to ""magic"" which is how some people perceive AI systems.</p>

<p>That's not to say that the alternative is necessarily simpler (or better).</p>

<p>When we've done control systems coding, we've had to show trace tables for every single code path, and permutation of inputs. This was required to insure that we didn't put equipment into a dangerous state (for employees or infrastructure), and to ""prove"" that the programs did what they were supposed to do.</p>

<p>That'd be awfully tricky to do if the program were fuzzy and non-deterministic, as @tvanfosson indicated. I think you should accept that answer.</p>
"
"409252","Why do safety requirements like to discourage use of AI?","<p>Seems that requirements on safety do not seem to like systems that use AI for safety-related requirements (particularly where large potential risks of destruction/death are involved). Can anyone suggest <strong>why</strong>? I always thought that, provided you program your logic properly, the more intelligence you put in an algorithm, the more likely this algorithm is capable of preventing a dangerous situation. Are things different in practice?</p>
","<artificial-intelligence><requirements>","2009-01-03 15:55:57","653","4","10","409277","<p>The more complex a system is, the harder it is to test. 
And the more crucial a system is, the more important it becomes to have 100% comprehensive tests. </p>

<p>Therefore for crucial systems people prefer to have sub-optimal features, that can be tested, and rely on human interaction for complex decision making.</p>
"
"409252","Why do safety requirements like to discourage use of AI?","<p>Seems that requirements on safety do not seem to like systems that use AI for safety-related requirements (particularly where large potential risks of destruction/death are involved). Can anyone suggest <strong>why</strong>? I always thought that, provided you program your logic properly, the more intelligence you put in an algorithm, the more likely this algorithm is capable of preventing a dangerous situation. Are things different in practice?</p>
","<artificial-intelligence><requirements>","2009-01-03 15:55:57","653","4","10","409283","<p>The key statement is ""provided you program your logic properly"". Well, <strong>how</strong> do you ""provide"" that? Experience shows that most programs are chock full of bugs. </p>

<p>The only way to guarantee that there are no bugs would be formal verification, but that is practically infeasible for all but the most primitively simple systems, and (worse) is usually done on specifications rather than code, so you still don't know of the code correctly implements your spec after you've proven the spec to be flawless.</p>
"
"409252","Why do safety requirements like to discourage use of AI?","<p>Seems that requirements on safety do not seem to like systems that use AI for safety-related requirements (particularly where large potential risks of destruction/death are involved). Can anyone suggest <strong>why</strong>? I always thought that, provided you program your logic properly, the more intelligence you put in an algorithm, the more likely this algorithm is capable of preventing a dangerous situation. Are things different in practice?</p>
","<artificial-intelligence><requirements>","2009-01-03 15:55:57","653","4","10","409314","<p>From a safety standpoint, one often is concerned with guaranteed predictability/determinism of behavior and rapid response time.  While it's possible to do either or both with AI-style programming techniques, as a system's control logic becomes more complex it's harder to provide convincing arguments about how the system will behave (convincing enough to satisfy an auditor).</p>
"
"409252","Why do safety requirements like to discourage use of AI?","<p>Seems that requirements on safety do not seem to like systems that use AI for safety-related requirements (particularly where large potential risks of destruction/death are involved). Can anyone suggest <strong>why</strong>? I always thought that, provided you program your logic properly, the more intelligence you put in an algorithm, the more likely this algorithm is capable of preventing a dangerous situation. Are things different in practice?</p>
","<artificial-intelligence><requirements>","2009-01-03 15:55:57","653","4","10","409427","<p>I think that is because AI is very hard to understand and that becomes impossible to maintain.</p>

<p>Even if a AI program is considered fuzzy, or that it ""learns"" by the moment it is released, it is very well tested to all know cases(and it already learned from it) before its even finished. Most of the cases this ""learning"" will change some ""thresholds"" or weights in the program and after that, it is very hard to really understand and maintain that code, even for the creators. </p>

<p>This have been changing in the last 30 years by creating languages easier to understand for mathematicians, making it easier for them to test, and deliver new pseudo-code around the problem(like mat lab AI toolbox)</p>
"
"409252","Why do safety requirements like to discourage use of AI?","<p>Seems that requirements on safety do not seem to like systems that use AI for safety-related requirements (particularly where large potential risks of destruction/death are involved). Can anyone suggest <strong>why</strong>? I always thought that, provided you program your logic properly, the more intelligence you put in an algorithm, the more likely this algorithm is capable of preventing a dangerous situation. Are things different in practice?</p>
","<artificial-intelligence><requirements>","2009-01-03 15:55:57","653","4","10","500567","<p>There are enough ways that ordinary algorithms, when shoddily designed and tested, can wind up killing people. If you haven't read about it, you should look up the case of <a href=""http://courses.cs.vt.edu/~cs3604/lib/Therac_25/Therac_1.html"" rel=""nofollow noreferrer"">Therac 25</a>. This was a system where the behaviour was supposed to be completely deterministic, and things still went horribly, horribly wrong. Imagine if it were trying to reason ""intelligently"", too.</p>
"
"409252","Why do safety requirements like to discourage use of AI?","<p>Seems that requirements on safety do not seem to like systems that use AI for safety-related requirements (particularly where large potential risks of destruction/death are involved). Can anyone suggest <strong>why</strong>? I always thought that, provided you program your logic properly, the more intelligence you put in an algorithm, the more likely this algorithm is capable of preventing a dangerous situation. Are things different in practice?</p>
","<artificial-intelligence><requirements>","2009-01-03 15:55:57","653","4","10","15180187","<p>As there is no accepted definition of AI, the question shall be more specific.</p>

<p>My answer is on adaptive algorithms merely employing parameter estimation - a kind of learning - to improve the safety of the output information. Even this is not welcome in functional safety although it may seem that the behaviour of a proposed algorithm is not only deterministic (all computer programs are) but also easy to determine.</p>

<p>Be prepared for the assessor asking you to demonstrate test reports covering all combinations of input data and failure modes. Your algorithm being adaptive means it depends not only on current input values but on many or all of the earlier values. You know that a full test coverage is impossible within the age of the universe.</p>

<p>One way to score is showing that previously accepted simpler algorithms (state of the art) are not safe. This shall be easy if you know your problem space (if not, keep away from AI).</p>

<p>Another possibility may exist for your problem: a compelling monitoring function indicating whether the parameter is estimated accurately.</p>
"
