QuestionId,QuestionTitle,QuestionBody,QuestionTags,AnswerId,AnswerBody
"42672957","C# 7 .NET / CLR / Visual Studio version requirements","<p>What are the minimum .NET framework and CLR version requirements for running C# 7? Also, do I need VS 2017 to compile C# 7?</p>
","<c#><.net><requirements><c#-7.0>","45921687","<p>To use the full power of C# 7 out of the box (without referencing NuGet packages and so on) you need VS 2017 and .NET 4.7 as the Target Framework.</p>
"
"41803414","System requirements for Wakanda Server","<p>When deploying a Wakanda (javascript) app with Wakanda server, what are the minimum  system requirements? And what system requirements can be recommended to customers?
Are there any limitations to specific Windows or macOS versions?</p>
","<javascript><system><requirements><wakanda>","41810004","<p>When Wakanda Server was release the system requirements available were:</p>

<pre><code>- Mac OS X 10.6 or above
- Windows Vista or above/Windows Server 2008 or above
- Linux Ubuntu distribution 10.4 or 10.10 or above
- 1GB RAM (2GB recommended)
</code></pre>

<p><a href=""http://www.4d.com/au/comment/reply/24396"" rel=""nofollow noreferrer"">source</a></p>

<p>However if you try running an instance of Wakanda Server on an Ubuntu 14.04 machine you can easily verify that <code>wakanda-server</code> process in idle state consume only up to 32mb of memory.</p>

<p>As initially suggested 1GB/2GB RAM can be considered a safe enough amount of memory to run a medium size application. A small application should be able to run in a 512MB environment without issues.</p>

<p>You should keep in mind that these are indicative amounts. The requirements of two applications can be drastically different even with the same number of users.</p>
"
"41759165","Good (standardized) methodology to specify binary telegrams/protocols","<p>I'm looking for a technical specification methodology to specify binary data.
I'm looking for something like an XML Schema Description (XSD) is for XML.</p>
<p>The aim is to use the format to generate programs that can interprete binary sequences correctly; i.e. a programming language binding. This would be just like there are many frameworks for XSD which can generate Classes in OO-Programming language that can represent XML-Data, parse and serialize.
Still, the methodology needs to be highly human-readable such that domain experts can specify and interprete this textual specification.</p>
<p>So far I only found human-readable syntaxes. In many standards ASCII-Art is used, like in <a href=""https://www.rfc-editor.org/rfc/rfc793"" rel=""nofollow noreferrer"">RFCs</a> or <a href=""http://www.amqp.org/resources/download"" rel=""nofollow noreferrer"">AMQP</a> like this:</p>
<pre><code>0                   1                   2                   3
0 1 2 3 4 5 6 7 8 9 0 1 2 3 4 5 6 7 8 9 0 1 2 3 4 5 6 7 8 9 0 1
+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+
|          Source Port          |       Destination Port        |
+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+
|                        Sequence Number                        |
+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+
|                    Acknowledgment Number                      |
+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+
|  Data |           |U|A|P|R|S|F|                               |
| Offset| Reserved  |R|C|S|S|Y|I|            Window             |
|       |           |G|K|H|T|N|N|                               |
+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+
|           Checksum            |         Urgent Pointer        |
+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+
|                    Options                    |    Padding    |
+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+
|                             data                              |
+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+
                        TCP Header Format
</code></pre>
<p>However, this is hardly machine readable.</p>
<p>Sometimes I saw specifications in <a href=""https://en.wikipedia.org/wiki/Extended_Backus%E2%80%93Naur_form"" rel=""nofollow noreferrer"">Extended Backus Naur Form</a>. However, this is not really readable by technical domain-people and I am not really aware of a standard that suggests this method to specify binary data.</p>
<p>Can anyone suggest a suitable methodology/standard?</p>
<p>Cheers,
Hauke</p>
","<xml><xsd><binary><specifications><requirements>","41764793","<p>Your question is wonderfully expressed but presupposes that there is a <em>single</em> format that is ideal for meeting conflicting constraints.</p>

<p>Instead, <em>separately</em> choose the best format for human and machine consumption, and automatically convert between them.  Depending upon your needs, this mapping can be fully bidirectional, or one format may be singularly derived from the other.</p>

<p>Once you adopt the automatic conversion pattern, you'll find you're no longer over-constraining the solution space, and you'll be able to optimize for what's really two separate sets of goals (the needs of the human and the needs of the machine), not one combined set.</p>
"
"41747604","Loadrunner - New install and requirements","<p>I am about to start a new project where there will be a need to use Loadrunner. I do not have indepth experience of using this software however we are in the process of acquiring this product from HP but need clarification on the below questions.</p>

<p>Need for Loadrunner
The application is a Windows application where thousands of users can be logged in at the same time performing different tasks (updating records, uploading documents, running searches and many more tasks)</p>

<p>Questions
1.How many Virtual Users are required for testing?
2.Which Protocol(s) are required?</p>

<p>3.is this a perpetual license or Term (options are 1 Month, 3 Month, 12 Month and Perpetual).</p>

<p>Any help would be much appreciated, apologies in advance if my question seems a bit vague. I am a new to this, thanks.</p>
","<loadrunner><requirements>","41750476","<p>You need training and a mentor</p>

<blockquote>
  <p>I do not have indepth experience of using this software ... The
  application is a Windows application where thousands of users can be
  logged in at the same time performing different tasks (updating
  records, uploading documents, running searches and many more tasks)...</p>
</blockquote>

<p>Calculate the cost of an hour of downtime or hundreds of hours of lost productivity due to a slow app.  This will dwarf the cost of training and a mentor to guide you through this process.</p>

<blockquote>
  <p>How many Virtual users?</p>
</blockquote>

<p>I haven't a clue.  This is going to take an examination of your current system, logs, reports of active sessions, discussions with the business.  Concurrency != licensed users</p>

<blockquote>
  <p>What Protocol?</p>
</blockquote>

<p>Haven't a clue.  This is going to take an architectural examination of your client application, the next upstream architectural component it connects to and what programming interface is leveraged.  It could be anything from sockets to CORBA|DCOM. With almost every protocol requiring a different skill set in terms of architecture and programming skills.</p>

<blockquote>
  <p>License?</p>
</blockquote>

<p>You can buy it by the day. You can buy it by the month.  You can by it by the year or forever.  You can buy it in the cloud or buy it to install onsite.  You can buy it on demand.  And if the protocol you need has not been evaluated before purchase, then you are likely to have to purchase something again.</p>

<p>Right now you are in a time of high financial risk.  The first item is that you are likely going to be purchasing something insufficient to meet your technical and business needs.  On the second front there is a particular set of skills you need to be successful as a performance tester.  You need them.  You do not have them.  The path is through training and mentoring.  The path you are on is not one of success.</p>
"
"41747604","Loadrunner - New install and requirements","<p>I am about to start a new project where there will be a need to use Loadrunner. I do not have indepth experience of using this software however we are in the process of acquiring this product from HP but need clarification on the below questions.</p>

<p>Need for Loadrunner
The application is a Windows application where thousands of users can be logged in at the same time performing different tasks (updating records, uploading documents, running searches and many more tasks)</p>

<p>Questions
1.How many Virtual Users are required for testing?
2.Which Protocol(s) are required?</p>

<p>3.is this a perpetual license or Term (options are 1 Month, 3 Month, 12 Month and Perpetual).</p>

<p>Any help would be much appreciated, apologies in advance if my question seems a bit vague. I am a new to this, thanks.</p>
","<loadrunner><requirements>","42345742","<p>Whlie purchasing the HP Loadrunner License tools,as based on license you will get access to run vusers.</p>

<p><strong>1.How many Virtual Users are required for testing?</strong></p>

<p>When coming to Virtual Users decision you can take for 100 vusers because while preparing the scenario ,you have to mention vusers for real world scenarios.I have observed one thing in controller when i have ran for 10 vusers with 30 minutes of time for web applications/SOAP/REST api services ,controller Hits around 80000 transactions and Hits/Second is 110 hits,means controller starts hitting the script as based on provided test data.So as per above details you can select VUsers.</p>

<p><strong>What Protocol?</strong></p>

<p>In my professional work ,i,m using HTTP/Webservices protocols for WebServices Testing and Web Application testing as per my need,Coming to your Need has to select what type of Applications you are going to Perform Load testing,It depends on Applications which you are going to Test.</p>

<p><strong>3.is this a perpetual license or Term (options are 1 Month, 3 Month, 12 Month and Perpetual).</strong></p>

<p>If you purchased licenses for several different bundles (such as Web 2.0 and Oracle E-business) or several different license types (such as Permanent and VUD) which share common protocols and you want to run Vusers that belong to both bundles/types—the licenses will be consumed in the following order:</p>

<p><strong>License type:</strong></p>

<p>1.Temporary License 
 2.Permanent and 
 3.time-limited license VUD license</p>

<p>Please read License details here
<a href=""http://lrhelp.saas.hpe.com/en/12.53/help/WebHelp/Content/License/ui_License_Utility_New_License.htm"" rel=""nofollow noreferrer"">http://lrhelp.saas.hpe.com/en/12.53/help/WebHelp/Content/License/ui_License_Utility_New_License.htm</a></p>
"
"41451283","INCLUDE statement in the alternate flow of a business use case","<p>I'm doing a requirements analysis for a system and currently I try to write the business use cases (BUC) and make business use case diagram. I currently use the following guidelines:</p>

<ul>
<li><p>When I have optional extra steps for a BUC I use an EXTEND-statement to point to the BUC where these optional steps can be found. Both the BUC that extends and the one that is extended can exist on it's own.</p></li>
<li><p>When I have duplicate functionality in multiple BUC's I try to extract the this and put it in a separate BUC. Then I use an INCLUDE-statement in the BUC where I extracted the functionality, to point to the BUC where this functionality can be found. The BUC in which you point to the external BUC with the INCLUDE-statement cannot work on it's own.</p></li>
</ul>

<p>This all worked fine for until I arrived at the following situation:</p>

<ul>
<li>In the alternate flow of a BUC (let's call this one A) there's duplicate functionality that I already have specified in another BUC (let's call this one B).</li>
<li>So naturally I want to use the INCLUDE-statement to point to B.</li>
<li>If I do this I also have to show this in my business use case diagram.</li>
<li>If I draw an INCLUDE arrow in the diagram (from A to B) it looks like A cannot exist without B.</li>
<li>However this is not the case, as A only needs B when it's in the alternate flow.</li>
</ul>

<p>I considered following options:</p>

<ol>
<li>I keep all the functionality in the the alternate flow, but this makes the alternate flow too long and creates duplicate functionality.</li>
<li>I use extend instead, but this imposes that B is optional while if you are in the alternate flow of A, you have to go through B.</li>
</ol>

<p>Any thoughts?</p>
","<uml><use-case><requirements>","41452719","<p><code>include</code> is used when (and only when) the included UC is run always when the main UC is run.</p>

<p><code>extend</code> is used when it is possible to finish the main UC without running the extending UC, but in some of alternate flows the extending UC is run as well.</p>

<p>So in your case you should use <code>extend</code>.</p>

<p>It is possible to show extension points. You can use that to explain the logic (clarify that the extending UC is run always when entering the alternate flow). If the logic is more complex, you can also put it in a comment.</p>

<p>I'm not discussing here if your decomposition is a right approach at all (but do expect such discussion from others).</p>
"
"41451283","INCLUDE statement in the alternate flow of a business use case","<p>I'm doing a requirements analysis for a system and currently I try to write the business use cases (BUC) and make business use case diagram. I currently use the following guidelines:</p>

<ul>
<li><p>When I have optional extra steps for a BUC I use an EXTEND-statement to point to the BUC where these optional steps can be found. Both the BUC that extends and the one that is extended can exist on it's own.</p></li>
<li><p>When I have duplicate functionality in multiple BUC's I try to extract the this and put it in a separate BUC. Then I use an INCLUDE-statement in the BUC where I extracted the functionality, to point to the BUC where this functionality can be found. The BUC in which you point to the external BUC with the INCLUDE-statement cannot work on it's own.</p></li>
</ul>

<p>This all worked fine for until I arrived at the following situation:</p>

<ul>
<li>In the alternate flow of a BUC (let's call this one A) there's duplicate functionality that I already have specified in another BUC (let's call this one B).</li>
<li>So naturally I want to use the INCLUDE-statement to point to B.</li>
<li>If I do this I also have to show this in my business use case diagram.</li>
<li>If I draw an INCLUDE arrow in the diagram (from A to B) it looks like A cannot exist without B.</li>
<li>However this is not the case, as A only needs B when it's in the alternate flow.</li>
</ul>

<p>I considered following options:</p>

<ol>
<li>I keep all the functionality in the the alternate flow, but this makes the alternate flow too long and creates duplicate functionality.</li>
<li>I use extend instead, but this imposes that B is optional while if you are in the alternate flow of A, you have to go through B.</li>
</ol>

<p>Any thoughts?</p>
","<uml><use-case><requirements>","41453110","<p>From your description you are not making a use case synthesis, but a functional decomposition. This is plain wrong. The point in use case synthesis is to focus on the added value a use case gives to its actor and not to decompose any functionality.</p>

<p>I strongly recommend to read Bittner/Spence and understand the basics before proceeding in the direction you are going - respectively to walk back and aim for the right target.</p>
"
"41311848","Minimum hardware and software requirements to install Xcode 8.0","<p>What is the minimum hardware and software specification to install XCODE 8.0 in a MAC PC or Laptop?</p>
","<ios>","41312166","<p>Software requirement: <strong>Mac OS X version 10.10 (or later)</strong></p>

<p>Hardware Requirement: (Least/Enough )</p>

<ul>
<li>1.4 GHz of Intel Based CPU (Mac)</li>
<li>4GB of RAM</li>
</ul>

<p>Higher the configuration, better the performance.
If you are going to use swift as development language then 16GB of RAM if preferred with 2.5GHz of Processor.</p>
"
"41246203","How to make modal box appear only after all requirements have been met?","<p>So I have a form, which asks for the user's personal information. At the end of the form I have set a modal to pop up, which says ""Thank you for signing up with us etc."". However, even if you leave all the fields blank and you click on the button at the end of the form, the modal still pop up saying ""Thank you for signing up with us..."".</p>

<p>How can I set the modal to appear only after all the fields are completed?</p>

<p>Note: I need the personal information to remain on the page after I click the button at the end of the form. I changed the type from submit to button, but as soon as I fill in the last question and i click on the button, all the input disappears.</p>

<p>Any help would be much appreciated !</p>

<p>Here's the <strong>form</strong>:</p>

<pre><code>&lt;form id=""personalinfo"" name=""personalinfo"" onsubmit=""ask()""&gt;
    &lt;b&gt;Please sign up with us before you proceed:&lt;/b&gt;&lt;br&gt;
    First Name: &lt;input name=""firstname"" required="""" size=""40"" type=""text""&gt;&lt;br&gt;
    &lt;br&gt;
    Last Name: &lt;input name=""lastname"" required="""" size=""40"" type=""text""&gt;&lt;br&gt;
    &lt;br&gt;
    Age: &lt;select name=""dropdown""&gt;
        &lt;option value=""1""&gt;10-18&lt;/option&gt;
        &lt;option value=""2""&gt;19-25&lt;/option&gt;
        &lt;option value=""3""&gt;26-35&lt;/option&gt;
        &lt;option value=""4""&gt;36-45&lt;/option&gt;
        &lt;option value=""5""&gt;46-55&lt;/option&gt;
        &lt;option value=""6""&gt;56-65&lt;/option&gt;
        &lt;option value=""6""&gt;65+&lt;/option&gt;
    &lt;/select&gt;&lt;br&gt;
    &lt;br&gt;
    Gender: &lt;input name=""gender"" required="""" type=""radio"" value=""male""&gt; Male&lt;br&gt;
    &lt;input name=""gender"" required="""" type=""radio"" value=""female""&gt; Female&lt;br&gt;
    &lt;input name=""gender"" required="""" type=""radio"" value=""other""&gt; Other&lt;br&gt;
    &lt;br&gt;
    &lt;br&gt;
    &lt;button id=""OK!""&gt;OK!&lt;/button&gt;
&lt;/form&gt;

&lt;div id=""myModal"" class=""modal"" type=""button""&gt;
    &lt;div class=""modal-content""&gt;
        &lt;span class=""close""&gt;&amp;times;&lt;/span&gt;
        &lt;p&gt;Thank you for signing up with us ! You can now proceed to the test.&lt;/p&gt;
    &lt;/div&gt;
&lt;/div&gt;

&lt;script&gt;
    var modal = document.getElementById('myModal');
    var btn = document.getElementById(""OK!"");
    var span = document.getElementsByClassName(""close"")[0];

    btn.onclick = function() 
    {
        modal.style.display = ""block"";
    }

    span.onclick = function() 
    {
        modal.style.display = ""none"";
    }

    window.onclick = function(event) 
    {
        if (event.target == modal) 
        {
            modal.style.display = ""none"";
        }
    }

&lt;/script&gt;
&lt;/form&gt;
</code></pre>
","<javascript><forms><modal-dialog><radio-button><requirements>","41248330","<p>The reason why your form is cleared is that your form is submitted to the server, and hence the page reloaded with an empty form.</p>

<p>In my opinion, there are two ways in which you could handle this:</p>

<ol>
<li>Classic form submission</li>
<li>AJAX form submission</li>
</ol>

<p><strong>In the first case</strong> you would send your form, process it on the server, and then redirect to a page containing a welcome message (the content of your modal). But in this case your form would be cleared on submission.</p>

<p><strong>In the second case</strong>, you want to do several things in the right order:</p>

<ul>
<li>Send the form data to the server by an AJAX request</li>
<li>Handle success and error cases</li>
<li>Show your modal, containing a message according to status (success or error)</li>
</ul>

<p>As for the code, in your HTML:</p>

<ol>
<li>Remove <code>onsubmit=""ask()""</code> from your <code>&lt;form&gt;</code> tag</li>
<li>Add a <code>type=""submit""</code> attribute to your submit button</li>
<li>Add <code>style=""display:none""</code> to your <code>&lt;div id=""myModal""&gt;</code>.</li>
<li>Add a <code>id=""modalText""</code> attribute to the <code>&lt;p&gt;</code> tag inside your modal</li>
</ol>

<p>In your script, add the following after your code (you could use jQuery to make it simpler, however this is not mandatory at all, see <a href=""http://blog.garstasio.com/you-dont-need-jquery/ajax/"" rel=""nofollow noreferrer"">this</a>):</p>

<pre><code>// Get &lt;form&gt; element and modal's &lt;p&gt; element
var formElem = document.getElementById('personalinfo');
var modalTextElem = document.getElementById('modalText');
var modalText;

// This replaces onsubmit=""ask()""
formElem.addEventListener(""submit"", ask);

// The e argument to ask is an Event
function ask(e) {
    // This will prevent the form from being submitted
    // (litterally ""prevent default event"" from taking place)
    e.preventDefault();

    // Send data to the server via an AJAX POST request
    var xhr = new XMLHttpRequest();
    // process.php would be a server-side script (see below)
    xhr.open('POST', 'process.php');

    // This is what is called a callback:
    // code that will be executed when your request returns
    xhr.onload = function() {

        // HTTP status 200 = OK
        if (xhr.status === 200) {
            var data = JSON.parse(xhr.responseText);
            modalText = 'Thank you ' + data.firstname +
                ', for signing up with us ! You can now proceed to the test.';
        }
        // Otherwise an error occurred
        else if (xhr.status !== 200) {
            modalText = 'Request failed.  Returned status of ' + xhr.status
                + ' with error: &lt;b&gt;' + xhr.responseText + '&lt;/b&gt;';
        }
        // Set the modal text
        modalTextElem.innerHTML = modalText;
        // Show the moal
        modal.setAttribute(""display"", ""block"");
    };

    // Actually send the request
    xhr.send(new FormData(formElem));
}
</code></pre>

<p>Then an example of server-side processing in PHP (<code>process.php</code> located in the same folder as your HTML form):</p>

<pre><code>&lt;?php
function validataData() {
    if( strlen($_POST['firstname'] ) &lt; 2 ) {
        return ""first name is too short (2+ characters required)"";
    }
    if( strlen($_POST['lastname'] ) &lt; 2 ) {
        return ""last name is too short (2+ characters required)"";
    }
    return """";
}
$validationResult = validataData();

// On error send an error response (400 bad request with the type of error)
if( !empty($validationResult) ) {
    http_response_code(400);
    die($validationResult);
}

// Otherwise send back form data (by default with error code 200)
echo json_encode($_POST);
die();
</code></pre>

<p>Keep in mind that this code is quick'n'dirty stuff, just to address your question.</p>

<p>In real-life code,you would ask an email and password in your form, then you would need much more server-side stuff: you would check that the email doesn't already exist in your database, etc.</p>

<p>Feel free to ask if anything isn't clear.</p>
"
"41122605","Specify requirements for a REST server","<p>I am writing the requirements that a REST web-sever that needs to implement. One of the non-functional requirements is that each function (component) of the system can be activated or deactivated independent of the other ones. </p>

<p>To make it more clear, the web server offers different services, the services provider should be able to deactivate one of the offered services at any time without affecting the other ones. </p>

<p>Is there a word describing this specification that could be wrote in the requirements and make a developer understand the needs ?</p>
","<web-services><rest><requirements>","41125914","<blockquote>
  <p>Is there <strong>a word</strong> describing this specification that could be wrote in the requirements and make a developer understand the needs?</p>
</blockquote>

<p>No, there is no single word.</p>
"
"40989833","Will android app crash if manifest use class not defined?","<p>If we need to use a service say <code>tvinputservice</code> in <code>Manifest</code> but the service is available with <code>android.software.live_tv</code>. If a device doesn't have <code>android.software.live_tv</code> and we put <code>tvinputservice</code> in <code>Manifest</code>. Will the app crash on that device?</p>
","<android><manifest><requirements>","40989908","<p>That will not allow to install the app on such devices (without the feature) through Google Play. That does not prevent you from installing the apk manually on such devices though, and the app will not crash until it actually try to use the functionality which is not present.</p>

<p>To allow installing the app on such devices via Google Play, you can use <code>android:required=""false""</code> inside <code>uses-feature</code> tag.</p>
"
"40989833","Will android app crash if manifest use class not defined?","<p>If we need to use a service say <code>tvinputservice</code> in <code>Manifest</code> but the service is available with <code>android.software.live_tv</code>. If a device doesn't have <code>android.software.live_tv</code> and we put <code>tvinputservice</code> in <code>Manifest</code>. Will the app crash on that device?</p>
","<android><manifest><requirements>","40990862","<p>You can choose <code>Min SDk</code> and <code>Max SDK</code> in <code>Gradle</code> file in <code>Android Studio</code> 
and <code>Manifest</code> in Eclipse .
<code>Min SDK</code> and <code>Max SDK</code> is configure that your application run on which devices.</p>
"
